booking_id,customer_id,driver_id,booking_datetime,booking_date,booking_hour,day_of_week,is_weekend,is_peak_hour,pickup_zone,pickup_zone_type,dropoff_zone,dropoff_zone_type,distance_km,estimated_trip_duration_min,vehicle_type,payment_method,customer_segment,customer_rating,driver_rating,nearby_driver_count,driver_eta_min,weather,is_raining,traffic_level,surge_multiplier,promo_applied,promo_discount_sgd,estimated_fare_sgd,device_os,app_version,previous_customer_cancellations,booking_status,customer_cancelled,cancel_time_after_booking_min,cancel_reason,actual_pickup_wait_min,actual_trip_duration_min,final_fare_sgd
BK2026001579,C102329,D50630,2026-01-29 16:42:05,2026-01-29,16,Thursday,0,0,Queenstown,Residential,Bukit Timah,Residential,15.64,34.3,GrabCar,GrabPay,Occasional,5.0,4.6,8,5.7,Cloudy,0,Medium,1.0,1,5,20.65,iOS,Outdated,2,Completed,0,,Not Cancelled,7.6,29.6,19.68
BK2026000015,C101220,D50629,2026-01-01 08:33:16,2026-01-01,8,Thursday,0,1,Changi,Airport,Punggol,Residential,17.59,28.4,JustGrab,Card,High Value,4.29,4.88,5,6.2,Cloudy,0,Medium,1.17,0,0,28.82,iOS,Current,1,Completed,0,,Not Cancelled,5.6,18.7,30.22
BK2026002674,C100572,D50364,2026-02-18 15:16:42,2026-02-18,15,Wednesday,0,0,Changi,Airport,CBD,Business,18.82,30.2,GrabShare,Cash,High Value,4.74,4.92,9,1.3,Cloudy,0,Low,1.0,0,0,24.22,iOS,One version behind,0,Completed,0,,Not Cancelled,1.6,33.4,24.53
BK2026007017,C100691,D51304,2026-05-07 16:30:04,2026-05-07,16,Thursday,0,0,Changi,Airport,Jurong East,Residential/Commercial,12.73,36.5,GrabCar,Cash,Occasional,4.71,4.84,7,4.2,Cloudy,0,High,1.0,1,3,19.62,iOS,Current,0,Completed,0,,Not Cancelled,3.6,34.4,19.85
BK2026008721,C100838,D51345,2026-06-08 03:54:27,2026-06-08,3,Monday,0,0,Jurong East,Residential/Commercial,Yishun,Residential,13.05,20.8,GrabCar Plus,Card,Regular,4.73,4.6,17,2.4,Clear,0,Low,1.0,0,0,24.79,iOS,One version behind,0,Driver Cancelled,0,,Not Cancelled,,,
BK2026008850,C101956,D51482,2026-06-10 10:57:32,2026-06-10,10,Wednesday,0,0,CBD,Business,Sentosa,Leisure,11.07,30.2,JustGrab,Card,Regular,4.4,4.58,18,12.9,Heavy Rain,1,Severe,1.5,0,0,24.86,iOS,One version behind,0,Customer Cancelled,1,4.2,Found alternative transport,,,
BK2026004813,C101851,D50959,2026-03-28 21:51:41,2026-03-28,21,Saturday,1,0,CBD,Business,Ang Mo Kio,Residential,3.52,9.3,GrabCar,GrabPay,High Value,4.65,4.9,13,3.4,Light Rain,1,High,1.08,0,0,9.23,Android,One version behind,0,Completed,0,,Not Cancelled,5.6,6.2,7.36
BK2026001085,C102236,D50051,2026-01-20 17:54:36,2026-01-20,17,Tuesday,0,1,Clementi,Residential/Student,Bukit Timah,Residential,5.89,9.0,JustGrab,GrabPay,Occasional,4.34,4.96,7,13.1,Cloudy,0,Medium,1.07,0,0,11.5,iOS,Current,2,Customer Cancelled,1,10.8,Driver took too long,,,
BK2026004984,C100270,D50452,2026-03-31 18:45:32,2026-03-31,18,Tuesday,0,1,Serangoon,Residential,Woodlands,Residential,8.28,14.1,GrabCar,GrabPay,Regular,4.93,4.77,5,7.4,Clear,0,Medium,1.1,0,0,15.82,Android,Current,0,Completed,0,,Not Cancelled,6.7,4.1,16.81
BK2026007156,C102487,D50079,2026-05-10 05:17:58,2026-05-10,5,Sunday,1,0,Marina Bay,Business/Leisure,Jurong East,Residential/Commercial,7.25,15.1,GrabShare,Card,Occasional,4.52,4.8,11,1.7,Clear,0,Low,1.0,1,3,9.08,Android,One version behind,1,Completed,0,,Not Cancelled,4.9,14.8,9.22
BK2026002885,C101715,D51008,2026-02-22 03:02:40,2026-02-22,3,Sunday,1,0,CBD,Business,Orchard,Retail,8.05,10.7,JustGrab,GrabPay,Regular,4.49,4.4,12,12.9,Cloudy,0,Low,1.0,1,2,11.54,iOS,Current,0,Completed,0,,Not Cancelled,14.2,9.4,12.45
BK2026000334,C101322,D51078,2026-01-06 15:30:53,2026-01-06,15,Tuesday,0,0,Orchard,Retail,Sentosa,Leisure,21.01,41.4,JustGrab,Card,Regular,4.84,5.0,12,9.1,Clear,0,Low,1.0,0,0,30.83,iOS,One version behind,0,Customer Cancelled,1,5.6,Wrong pickup/dropoff,,,
BK2026007205,C100918,D50126,2026-05-10 23:00:12,2026-05-10,23,Sunday,1,0,Yishun,Residential,Orchard,Retail,5.97,14.1,GrabCar,GrabPay,High Value,4.67,5.0,5,3.0,Clear,0,Medium,1.0,0,0,12.26,iOS,Current,0,Customer Cancelled,1,1.3,Driver took too long,,,
BK2026004368,C101726,D50191,2026-03-20 20:38:58,2026-03-20,20,Friday,0,1,Tampines,Residential,Marina Bay,Business/Leisure,12.69,19.7,JustGrab,GrabPay,Regular,4.67,5.0,9,5.4,Cloudy,0,Low,1.27,0,0,23.09,iOS,One version behind,1,Completed,0,,Not Cancelled,7.3,12.4,22.08
BK2026003080,C100678,D51218,2026-02-25 10:25:45,2026-02-25,10,Wednesday,0,0,Clementi,Residential/Student,Yishun,Residential,9.16,18.4,GrabShare,Corporate,Regular,4.85,5.0,11,4.4,Clear,0,High,1.0,1,8,6.18,iOS,One version behind,0,Completed,0,,Not Cancelled,5.8,17.1,6.36
BK2026007204,C101710,D50728,2026-05-10 22:58:58,2026-05-10,22,Sunday,1,0,Orchard,Retail,Tampines,Residential,5.72,10.1,JustGrab,Card,High Value,4.76,4.59,13,2.4,Clear,0,Medium,1.0,0,0,11.02,Android,Current,0,Completed,0,,Not Cancelled,5.3,7.2,11.29
BK2026009910,C100911,D51320,2026-06-29 08:35:20,2026-06-29,8,Monday,0,1,CBD,Business,Marina Bay,Business/Leisure,10.8,19.1,JustGrab,GrabPay,Occasional,4.67,4.59,7,5.7,Clear,0,Medium,1.32,0,0,21.06,iOS,Current,0,Completed,0,,Not Cancelled,6.3,21.5,19.3
BK2026008865,C102658,D50051,2026-06-10 18:04:56,2026-06-10,18,Wednesday,0,1,CBD,Business,Sentosa,Leisure,19.21,51.8,GrabCar Plus,GrabPay,Regular,4.8,4.8,10,5.5,Cloudy,0,High,1.33,0,0,46.23,Android,Current,0,Completed,0,,Not Cancelled,6.3,56.1,46.47
BK2026000264,C102855,D50631,2026-01-05 12:18:12,2026-01-05,12,Monday,0,0,Punggol,Residential,Clementi,Residential/Student,3.89,8.1,JustGrab,Cash,Regular,4.45,4.99,7,6.5,Clear,0,Low,1.0,0,0,8.86,Android,Current,0,Completed,0,,Not Cancelled,5.0,8.8,8.43
BK2026004338,C102936,D51264,2026-03-20 08:16:05,2026-03-20,8,Friday,0,1,Yishun,Residential,Clementi,Residential/Student,14.38,37.3,JustGrab,Card,Occasional,5.0,4.76,7,7.8,Clear,0,Severe,1.43,1,2,27.87,Android,Outdated,1,Completed,0,,Not Cancelled,8.3,35.7,26.27
BK2026008896,C102394,D51234,2026-06-11 04:45:53,2026-06-11,4,Thursday,0,0,Orchard,Retail,Bukit Timah,Residential,5.33,9.5,GrabCar,GrabPay,Regular,4.44,4.9,9,3.1,Light Rain,1,Medium,1.07,0,0,11.41,Android,One version behind,0,Completed,0,,Not Cancelled,3.7,12.2,10.95
BK2026008448,C102863,D50833,2026-06-02 08:58:15,2026-06-02,8,Tuesday,0,1,Serangoon,Residential,Tampines,Residential,16.14,41.9,GrabCar Plus,GrabPay,Regular,4.81,4.83,8,7.4,Cloudy,0,High,1.07,0,0,33.31,iOS,One version behind,1,Completed,0,,Not Cancelled,7.1,42.8,32.53
BK2026005904,C102460,D50954,2026-04-16 15:43:27,2026-04-16,15,Thursday,0,0,Woodlands,Residential,Changi,Airport,14.98,25.7,GrabCar,GrabPay,New,4.43,4.66,11,3.9,Clear,0,Low,1.0,1,3,20.87,iOS,Outdated,0,Completed,0,,Not Cancelled,5.5,25.5,19.44
BK2026001499,C101920,D50603,2026-01-28 08:10:28,2026-01-28,8,Wednesday,0,1,Woodlands,Residential,Changi,Airport,21.34,33.3,GrabShare,Card,Occasional,4.96,4.88,1,2.6,Cloudy,0,Low,1.15,0,0,29.7,Android,Current,0,Completed,0,,Not Cancelled,5.0,40.7,27.96
BK2026004191,C101349,D50919,2026-03-17 20:19:44,2026-03-17,20,Tuesday,0,1,Marina Bay,Business/Leisure,Woodlands,Residential,6.71,17.3,GrabFamily,Card,Occasional,4.73,4.44,7,12.1,Light Rain,1,Severe,1.57,0,0,20.03,iOS,Current,1,Customer Cancelled,1,9.6,App or payment issue,,,
BK2026007486,C101456,D50136,2026-05-16 03:42:57,2026-05-16,3,Saturday,1,0,Bukit Timah,Residential,Jurong East,Residential/Commercial,9.44,23.6,JustGrab,GrabPay,High Value,4.64,4.51,11,1.0,Clear,0,High,1.0,0,0,16.54,Android,One version behind,0,Completed,0,,Not Cancelled,4.0,23.8,14.96
BK2026009644,C100654,D50934,2026-06-24 14:39:18,2026-06-24,14,Wednesday,0,0,Orchard,Retail,Punggol,Residential,9.29,14.6,JustGrab,Card,New,4.59,4.63,9,1.6,Clear,0,Medium,1.0,0,0,15.31,Android,Outdated,1,Completed,0,,Not Cancelled,3.0,11.9,14.8
BK2026008311,C102474,D51173,2026-05-30 23:49:09,2026-05-30,23,Saturday,1,0,Punggol,Residential,Woodlands,Residential,8.82,11.6,JustGrab,Cash,Regular,4.4,4.64,7,2.8,Clear,0,Low,1.0,0,0,14.45,iOS,One version behind,0,No Show,0,,Not Cancelled,,,
BK2026007591,C103149,D50413,2026-05-17 18:04:13,2026-05-17,18,Sunday,1,1,Changi,Airport,Changi,Airport,1.88,4.0,JustGrab,Corporate,Occasional,4.45,4.85,1,8.7,Cloudy,0,Low,1.24,1,5,4.0,Android,Current,0,Completed,0,,Not Cancelled,11.2,3.0,4.84
BK2026000501,C101632,D50667,2026-01-09 15:59:45,2026-01-09,15,Friday,0,0,Bukit Timah,Residential,CBD,Business,11.13,21.2,JustGrab,Corporate,High Value,4.56,4.57,5,11.3,Light Rain,1,Low,1.19,0,0,20.25,Android,Current,1,Completed,0,,Not Cancelled,12.6,18.9,19.45
BK2026009156,C100923,D51179,2026-06-16 01:01:07,2026-06-16,1,Tuesday,0,0,Orchard,Retail,Jurong East,Residential/Commercial,9.85,13.4,JustGrab,Card,Regular,5.0,4.49,11,3.2,Clear,0,Low,1.0,1,5,10.75,Android,Current,0,Completed,0,,Not Cancelled,3.9,11.2,8.65
BK2026009415,C100419,D50348,2026-06-20 18:50:28,2026-06-20,18,Saturday,1,1,Punggol,Residential,Ang Mo Kio,Residential,2.24,7.8,GrabCar,GrabPay,Regular,4.54,5.0,4,7.0,Clear,0,Severe,1.31,0,0,8.06,Android,One version behind,0,Completed,0,,Not Cancelled,4.8,14.6,7.51
BK2026003096,C102012,D51285,2026-02-25 17:43:28,2026-02-25,17,Wednesday,0,1,Bukit Timah,Residential,Clementi,Residential/Student,4.79,8.5,JustGrab,Card,New,4.19,4.73,2,10.2,Light Rain,1,Medium,1.39,1,10,4.0,iOS,One version behind,1,Completed,0,,Not Cancelled,12.4,4.8,3.72
BK2026004632,C102774,D51172,2026-03-25 17:55:12,2026-03-25,17,Wednesday,0,1,Jurong East,Residential/Commercial,Marina Bay,Business/Leisure,6.45,11.1,GrabCar,Card,Regular,4.94,4.8,4,6.7,Clear,0,Medium,1.21,0,0,13.98,Android,Current,0,Completed,0,,Not Cancelled,3.9,13.1,13.39
BK2026000368,C102122,D50620,2026-01-07 04:01:52,2026-01-07,4,Wednesday,0,0,Yishun,Residential,Woodlands,Residential,17.46,25.0,GrabCar,Card,Regular,4.81,4.41,6,2.9,Clear,0,Low,1.0,0,0,26.6,Android,One version behind,1,Completed,0,,Not Cancelled,6.4,23.8,26.44
BK2026004059,C102747,D50666,2026-03-15 12:39:36,2026-03-15,12,Sunday,1,0,Serangoon,Residential,Woodlands,Residential,8.52,14.2,GrabCar,GrabPay,Occasional,4.5,4.8,11,2.5,Clear,0,Medium,1.0,1,5,10.17,iOS,Current,1,Completed,0,,Not Cancelled,5.6,14.9,11.18
BK2026008175,C101852,D51463,2026-05-28 15:44:08,2026-05-28,15,Thursday,0,0,Queenstown,Residential,Serangoon,Residential,1.68,4.7,JustGrab,GrabPay,Regular,4.59,4.81,5,8.6,Cloudy,0,Severe,1.23,0,0,6.53,iOS,Current,1,Completed,0,,Not Cancelled,12.9,8.8,4.85
BK2026004631,C103022,D50184,2026-03-25 17:22:31,2026-03-25,17,Wednesday,0,1,Orchard,Retail,Serangoon,Residential,15.05,38.2,GrabCar,Cash,Occasional,4.85,4.41,4,13.3,Clear,0,High,1.21,0,0,29.03,Android,Current,0,Completed,0,,Not Cancelled,15.1,36.9,29.5
BK2026006071,C102080,D50920,2026-04-19 17:40:32,2026-04-19,17,Sunday,1,1,Clementi,Residential/Student,Changi,Airport,17.59,40.0,GrabCar Plus,Card,Regular,4.81,4.79,4,7.6,Cloudy,0,Severe,1.44,0,0,44.5,Android,One version behind,0,Driver Cancelled,0,,Not Cancelled,,,
BK2026002665,C102518,D51217,2026-02-18 12:46:51,2026-02-18,12,Wednesday,0,0,Queenstown,Residential,Tampines,Residential,14.32,21.1,JustGrab,Card,Occasional,4.8,4.39,7,2.0,Cloudy,0,Low,1.0,0,0,21.37,Android,Current,0,Completed,0,,Not Cancelled,3.4,15.8,21.49
BK2026001027,C100130,D50173,2026-01-19 20:49:38,2026-01-19,20,Monday,0,1,Serangoon,Residential,Orchard,Retail,8.41,21.4,GrabCar,Card,Occasional,4.68,4.85,5,9.8,Clear,0,High,1.17,0,0,17.53,Android,Current,1,Completed,0,,Not Cancelled,16.9,18.6,18.46
BK2026005909,C103164,D50265,2026-04-16 17:55:18,2026-04-16,17,Thursday,0,1,Changi,Airport,Orchard,Retail,14.56,27.2,GrabShare,Card,Occasional,4.95,5.0,3,15.2,Cloudy,0,High,1.24,0,0,23.18,iOS,Current,1,Completed,0,,Not Cancelled,16.0,20.8,24.17
BK2026005051,C102798,D51492,2026-04-02 01:49:18,2026-04-02,1,Thursday,0,0,Changi,Airport,Serangoon,Residential,9.34,20.2,GrabCar,Card,Regular,4.67,4.85,9,10.1,Heavy Rain,1,Medium,1.28,0,0,19.78,iOS,Current,0,Completed,0,,Not Cancelled,11.8,18.0,20.63
BK2026006329,C100966,D51066,2026-04-25 00:37:20,2026-04-25,0,Saturday,1,0,Punggol,Residential,Sentosa,Leisure,9.36,17.6,GrabCar Plus,Cash,High Value,5.0,4.71,15,9.0,Cloudy,0,Low,1.0,0,0,19.18,Android,Current,0,Customer Cancelled,1,3.6,Found alternative transport,,,
BK2026009734,C101145,D50598,2026-06-26 06:05:34,2026-06-26,6,Friday,0,0,Marina Bay,Business/Leisure,Tampines,Residential,3.35,5.4,GrabCar Plus,Corporate,Occasional,4.63,4.76,10,16.8,Cloudy,0,Medium,1.0,0,0,9.2,iOS,One version behind,1,Customer Cancelled,1,6.1,Found alternative transport,,,
BK2026001692,C100628,D51235,2026-01-31 14:07:53,2026-01-31,14,Saturday,1,0,Punggol,Residential,Queenstown,Residential,3.24,4.6,GrabCar,Card,Occasional,4.96,4.93,4,10.1,Cloudy,0,Low,1.0,1,2,6.03,iOS,Current,0,Completed,0,,Not Cancelled,8.9,3.7,3.92
BK2026000674,C101102,D50800,2026-01-12 22:53:39,2026-01-12,22,Monday,0,0,Ang Mo Kio,Residential,Orchard,Retail,6.35,10.7,GrabCar,Cash,High Value,4.72,4.9,13,4.2,Cloudy,0,Medium,1.0,0,0,12.28,Android,Current,0,Customer Cancelled,1,1.6,Fare too high,,,
BK2026005573,C102722,D51392,2026-04-11 04:29:39,2026-04-11,4,Saturday,1,0,Marina Bay,Business/Leisure,Serangoon,Residential,16.94,26.7,GrabCar,GrabPay,New,4.46,4.5,11,3.5,Clear,0,Medium,1.0,0,0,26.21,iOS,Current,0,Customer Cancelled,1,0.7,Found alternative transport,,,
BK2026005767,C100384,D50812,2026-04-14 07:08:24,2026-04-14,7,Tuesday,0,1,Changi,Airport,Queenstown,Residential,18.45,28.0,JustGrab,Card,Regular,5.0,5.0,5,11.6,Cloudy,0,Medium,1.25,0,0,31.38,iOS,Current,0,Completed,0,,Not Cancelled,12.3,30.1,29.66
BK2026005157,C101923,D51264,2026-04-03 18:55:47,2026-04-03,18,Friday,0,1,Changi,Airport,Changi,Airport,4.34,8.1,GrabFamily,Card,Occasional,4.77,4.71,6,6.0,Heavy Rain,1,High,1.38,0,0,12.82,iOS,Outdated,0,Completed,0,,Not Cancelled,8.1,6.3,14.29
BK2026000734,C102024,D50052,2026-01-14 02:37:08,2026-01-14,2,Wednesday,0,0,Ang Mo Kio,Residential,Queenstown,Residential,10.84,18.0,JustGrab,Card,Occasional,4.55,4.42,7,4.5,Cloudy,0,Medium,1.0,0,0,17.34,iOS,Current,0,Completed,0,,Not Cancelled,5.3,14.9,18.6
BK2026003527,C102658,D50207,2026-03-05 18:12:30,2026-03-05,18,Thursday,0,1,Clementi,Residential/Student,Marina Bay,Business/Leisure,8.92,19.3,JustGrab,Card,Regular,5.0,4.66,4,6.0,Cloudy,0,Medium,1.22,0,0,17.54,iOS,Current,0,Completed,0,,Not Cancelled,10.5,19.9,17.5
BK2026000569,C100861,D50792,2026-01-10 22:04:20,2026-01-10,22,Saturday,1,0,Yishun,Residential,Yishun,Residential,3.05,6.5,JustGrab,Card,Occasional,5.0,4.53,7,6.6,Clear,0,Medium,1.0,1,3,4.78,Android,Outdated,0,Completed,0,,Not Cancelled,7.2,13.9,5.22
BK2026009188,C100591,D50698,2026-06-16 17:50:11,2026-06-16,17,Tuesday,0,1,CBD,Business,Queenstown,Residential,5.42,10.8,GrabShare,GrabPay,High Value,4.66,4.62,6,4.6,Cloudy,0,Medium,1.13,0,0,10.56,Android,Current,0,Completed,0,,Not Cancelled,3.3,11.0,7.51
BK2026002923,C103148,D51366,2026-02-22 18:59:31,2026-02-22,18,Sunday,1,1,Marina Bay,Business/Leisure,Tampines,Residential,22.38,43.0,JustGrab,Card,New,4.87,4.79,7,3.5,Clear,0,High,1.05,0,0,33.63,Android,Current,2,Completed,0,,Not Cancelled,4.3,39.9,33.95
BK2026007912,C102798,D50749,2026-05-24 01:12:02,2026-05-24,1,Sunday,1,0,Tampines,Residential,CBD,Business,12.91,23.7,JustGrab,Card,Regular,4.79,4.72,6,6.1,Light Rain,1,Low,1.24,0,0,23.45,Android,Current,1,No Show,0,,Not Cancelled,,,
BK2026001559,C100093,D51193,2026-01-29 09:29:57,2026-01-29,9,Thursday,0,1,Serangoon,Residential,Orchard,Retail,8.84,21.0,JustGrab,GrabPay,Regular,4.89,4.74,5,3.1,Clear,0,Medium,1.15,0,0,16.99,Android,One version behind,1,Completed,0,,Not Cancelled,5.3,21.7,15.21
BK2026000102,C102298,D51328,2026-01-02 16:06:15,2026-01-02,16,Friday,0,0,Queenstown,Residential,Queenstown,Residential,3.29,6.8,GrabCar,GrabPay,Regular,4.58,5.0,6,5.0,Cloudy,0,Medium,1.0,0,0,8.35,Android,Current,0,Completed,0,,Not Cancelled,9.9,6.0,8.21
BK2026003008,C100295,D50271,2026-02-24 08:28:53,2026-02-24,8,Tuesday,0,1,CBD,Business,Clementi,Residential/Student,15.65,25.4,GrabCar,GrabPay,Occasional,4.47,4.81,7,4.4,Clear,0,Low,1.09,0,0,26.19,iOS,Current,1,Customer Cancelled,1,4.1,Found alternative transport,,,
BK2026007202,C102138,D50979,2026-05-10 22:21:02,2026-05-10,22,Sunday,1,0,Orchard,Retail,Sentosa,Leisure,16.25,44.4,GrabCar,Card,New,4.71,4.63,12,7.7,Heavy Rain,1,Severe,1.27,0,0,32.53,Android,Current,2,Customer Cancelled,1,4.6,Changed mind,,,
BK2026000304,C102516,D50943,2026-01-06 04:34:27,2026-01-06,4,Tuesday,0,0,Queenstown,Residential,Clementi,Residential/Student,4.46,7.2,GrabFamily,GrabPay,Regular,4.93,4.6,6,2.2,Cloudy,0,Medium,1.0,1,3,7.66,iOS,One version behind,0,Completed,0,,Not Cancelled,3.4,3.0,7.42
BK2026000077,C101160,D50496,2026-01-02 06:06:47,2026-01-02,6,Friday,0,0,Marina Bay,Business/Leisure,Changi,Airport,17.48,33.3,JustGrab,Card,Regular,5.0,4.79,13,18.2,Cloudy,0,Medium,1.0,0,0,26.15,Android,Outdated,1,Completed,0,,Not Cancelled,21.5,29.8,25.37
BK2026006755,C102814,D51050,2026-05-03 00:53:57,2026-05-03,0,Sunday,1,0,CBD,Business,Bukit Timah,Residential,15.26,26.2,GrabCar Plus,GrabPay,Occasional,5.0,4.66,13,6.8,Cloudy,0,Medium,1.0,0,0,28.58,Android,Outdated,0,Completed,0,,Not Cancelled,10.0,25.1,27.87
BK2026008630,C100514,D50111,2026-06-06 05:24:30,2026-06-06,5,Saturday,1,0,Bukit Timah,Residential,Sentosa,Leisure,10.67,22.1,JustGrab,Card,Occasional,4.77,4.96,4,1.8,Cloudy,0,Medium,1.0,0,0,17.66,iOS,Current,0,Completed,0,,Not Cancelled,3.3,22.2,18.67
BK2026001209,C101666,D50334,2026-01-23 06:33:13,2026-01-23,6,Friday,0,0,Jurong East,Residential/Commercial,CBD,Business,10.03,14.4,JustGrab,Card,Regular,4.31,4.54,8,2.1,Cloudy,0,Low,1.0,0,0,16.06,Android,Outdated,1,Completed,0,,Not Cancelled,0.5,13.8,14.63
BK2026007743,C101086,D51187,2026-05-20 17:57:26,2026-05-20,17,Wednesday,0,1,Sentosa,Leisure,Bukit Timah,Residential,12.76,28.2,GrabFamily,Cash,High Value,4.63,4.74,4,11.3,Cloudy,0,Medium,1.21,1,2,25.93,Android,Current,0,Completed,0,,Not Cancelled,10.2,32.9,25.88
BK2026008215,C101688,D50030,2026-05-29 05:38:54,2026-05-29,5,Friday,0,0,Woodlands,Residential,Bukit Timah,Residential,11.72,18.1,GrabCar,GrabPay,Regular,4.71,4.87,3,10.3,Clear,0,Low,1.0,0,0,19.26,iOS,Current,0,Completed,0,,Not Cancelled,9.9,24.3,19.9
BK2026008945,C101528,D50982,2026-06-12 02:22:51,2026-06-12,2,Friday,0,0,Jurong East,Residential/Commercial,Punggol,Residential,12.18,31.5,JustGrab,GrabPay,Regular,4.64,4.73,9,6.5,Light Rain,1,High,1.08,0,0,21.39,iOS,Current,0,Completed,0,,Not Cancelled,4.8,35.1,20.58
BK2026008414,C102418,D50173,2026-06-01 21:05:51,2026-06-01,21,Monday,0,0,Tampines,Residential,Clementi,Residential/Student,7.91,15.1,GrabCar,Cash,New,4.34,4.65,7,12.2,Cloudy,0,Low,1.0,1,2,12.58,Android,Current,0,Completed,0,,Not Cancelled,15.3,15.3,13.43
BK2026001776,C101811,D50764,2026-02-02 05:44:45,2026-02-02,5,Monday,0,0,Jurong East,Residential/Commercial,Woodlands,Residential,7.58,15.9,JustGrab,Cash,New,4.52,4.97,5,4.0,Clear,0,Low,1.0,1,5,8.67,iOS,Outdated,1,Completed,0,,Not Cancelled,7.0,15.8,7.02
BK2026003474,C101138,D51260,2026-03-04 15:46:39,2026-03-04,15,Wednesday,0,0,Bukit Timah,Residential,Jurong East,Residential/Commercial,5.22,14.1,JustGrab,Card,Regular,4.26,4.83,4,5.3,Light Rain,1,High,1.28,0,0,12.51,Android,Current,1,Completed,0,,Not Cancelled,7.3,3.4,13.04
BK2026000484,C100712,D50563,2026-01-09 08:29:28,2026-01-09,8,Friday,0,1,Queenstown,Residential,Changi,Airport,11.48,22.8,GrabCar,GrabPay,New,4.98,4.81,7,4.3,Cloudy,0,High,1.3,0,0,23.46,Android,Current,0,Completed,0,,Not Cancelled,6.8,14.9,23.68
BK2026002190,C100610,D50969,2026-02-09 09:41:12,2026-02-09,9,Monday,0,1,Bukit Timah,Residential,Tampines,Residential,12.71,18.5,GrabCar,GrabPay,Occasional,5.0,4.7,2,9.1,Clear,0,Low,1.24,1,3,20.89,Android,One version behind,0,Completed,0,,Not Cancelled,12.2,17.1,19.8
BK2026000347,C102100,D51290,2026-01-06 19:01:39,2026-01-06,19,Tuesday,0,1,Queenstown,Residential,Punggol,Residential,7.65,14.3,GrabShare,GrabPay,Occasional,4.89,4.4,6,3.6,Light Rain,1,High,1.47,0,0,15.55,iOS,Current,1,Completed,0,,Not Cancelled,7.5,13.4,15.15
BK2026005482,C100431,D50427,2026-04-09 10:55:57,2026-04-09,10,Thursday,0,0,Jurong East,Residential/Commercial,Changi,Airport,12.96,23.9,JustGrab,Card,Occasional,4.81,4.71,12,2.5,Clear,0,Low,1.0,1,2,18.28,iOS,Current,2,Completed,0,,Not Cancelled,0.5,23.1,18.98
BK2026008362,C102444,D50801,2026-05-31 20:15:44,2026-05-31,20,Sunday,1,1,Orchard,Retail,Bukit Timah,Residential,19.53,53.0,GrabShare,GrabPay,High Value,4.68,4.62,8,11.1,Heavy Rain,1,Severe,1.43,0,0,35.09,iOS,Current,0,Customer Cancelled,1,2.4,Found alternative transport,,,
BK2026001473,C102352,D50083,2026-01-27 19:32:02,2026-01-27,19,Tuesday,0,1,Serangoon,Residential,Clementi,Residential/Student,4.2,7.9,JustGrab,Corporate,Regular,3.97,4.75,7,5.8,Clear,0,Medium,1.24,0,0,10.22,Android,One version behind,0,Completed,0,,Not Cancelled,6.9,10.7,11.8
BK2026005101,C102252,D51081,2026-04-03 01:18:57,2026-04-03,1,Friday,0,0,Tampines,Residential,Punggol,Residential,10.5,21.1,GrabShare,Card,Regular,4.6,4.84,10,1.0,Clear,0,High,1.0,0,0,15.7,iOS,Current,0,Completed,0,,Not Cancelled,3.6,23.7,16.6
BK2026006766,C100674,D50620,2026-05-03 04:28:15,2026-05-03,4,Sunday,1,0,Yishun,Residential,Changi,Airport,25.09,45.1,GrabCar Plus,Card,Regular,4.66,4.75,11,2.3,Clear,0,Medium,1.0,0,0,44.78,Android,Current,0,Completed,0,,Not Cancelled,0.5,40.6,43.92
BK2026008707,C100129,D50213,2026-06-07 19:23:19,2026-06-07,19,Sunday,1,1,Sentosa,Leisure,Jurong East,Residential/Commercial,16.21,58.2,GrabShare,Card,High Value,4.54,4.97,4,18.0,Cloudy,0,Severe,1.38,0,0,30.75,iOS,One version behind,0,Completed,0,,Not Cancelled,13.2,60.7,29.7
BK2026004930,C100077,D50794,2026-03-30 17:34:44,2026-03-30,17,Monday,0,1,Yishun,Residential,Tampines,Residential,9.4,17.6,GrabCar Plus,Cash,Occasional,4.47,4.61,6,5.5,Clear,0,High,1.1,0,0,20.57,iOS,One version behind,1,Customer Cancelled,1,6.4,Wrong pickup/dropoff,,,
BK2026006330,C102008,D50504,2026-04-25 00:39:44,2026-04-25,0,Saturday,1,0,CBD,Business,Yishun,Residential,5.17,8.0,GrabCar,GrabPay,Occasional,4.85,4.74,10,6.7,Clear,0,Low,1.0,0,0,10.62,Android,Current,0,Completed,0,,Not Cancelled,4.1,8.8,8.91
BK2026002610,C102960,D51368,2026-02-17 14:37:21,2026-02-17,14,Tuesday,0,0,CBD,Business,Yishun,Residential,7.12,11.9,GrabCar,Cash,Occasional,4.6,4.62,5,1.6,Clear,0,Medium,1.0,0,0,13.3,Android,Current,0,Completed,0,,Not Cancelled,1.7,6.1,15.4
BK2026000004,C100092,D50612,2026-01-01 02:50:48,2026-01-01,2,Thursday,0,0,Queenstown,Residential,Ang Mo Kio,Residential,13.51,22.9,JustGrab,Corporate,High Value,4.68,4.61,8,4.9,Heavy Rain,1,Medium,1.23,0,0,24.0,iOS,Current,0,Completed,0,,Not Cancelled,9.3,23.8,25.54
